school_code	boro	number_of_classes	core_subject_ms_core_and_9_12_only_	school_name	size_of_smallest_class	total_register	data_source	program_type	csd	core_course_ms_core_and_9_12_only_	average_class_size	size_of_largest_class	service_category_k_9_only_	grade_
M418	M	9	ENGLISH	MILLENNIUM HIGH SCHOOL	27	264	HSST	GEN ED	2	ENGLISH 10	29.3	32	-	09-12
M418	M	2	ENGLISH	MILLENNIUM HIGH SCHOOL	18	38	HSST	GEN ED	2	ENGLISH 12	19.0	20	-	09-12
M418	M	11	ENGLISH	MILLENNIUM HIGH SCHOOL	15	262	HSST	GEN ED	2	OTHER	23.8	33	-	09-12
M418	M	1	ENGLISH	MILLENNIUM HIGH SCHOOL	30	30	HSST	CTT	2	ENGLISH 9	30.0	30	-	09-12
M418	M	1	ENGLISH	MILLENNIUM HIGH SCHOOL	30	30	HSST	CTT	2	ENGLISH 10	30.0	30	-	09-12
M418	M	5	SOCIAL STUDIES	MILLENNIUM HIGH SCHOOL	26	142	HSST	GEN ED	2	GLOBAL HISTORY 9	28.4	30	-	09-12
M418	M	5	SOCIAL STUDIES	MILLENNIUM HIGH SCHOOL	27	147	HSST	GEN ED	2	GLOBAL HISTORY 10	29.4	32	-	09-12
M418	M	6	SOCIAL STUDIES	MILLENNIUM HIGH SCHOOL	16	137	HSST	GEN ED	2	US HISTORY	22.8	25	-	09-12
M418	M	3	SOCIAL STUDIES	MILLENNIUM HIGH SCHOOL	22	77	HSST	GEN ED	2	US GOVERNMENT	25.7	31	-	09-12
M418	M	5	SOCIAL STUDIES	MILLENNIUM HIGH SCHOOL	18	123	HSST	GEN ED	2	ECONOMICS	24.6	27	-	09-12
M418	M	8	SCIENCE	MILLENNIUM HIGH SCHOOL	26	224	HSST	GEN ED	2	LIVING ENVIRONMENT	28.0	29	-	09-12
M418	M	5	SCIENCE	MILLENNIUM HIGH SCHOOL	12	125	HSST	GEN ED	2	EARTH SCIENCE	25.0	30	-	09-12
M418	M	10	SCIENCE	MILLENNIUM HIGH SCHOOL	25	284	HSST	GEN ED	2	CHEMISTRY	28.4	32	-	09-12
M418	M	12	SCIENCE	MILLENNIUM HIGH SCHOOL	24	323	HSST	GEN ED	2	PHYSICS	26.9	31	-	09-12
M418	M	2	SCIENCE	MILLENNIUM HIGH SCHOOL	30	60	HSST	CTT	2	LIVING ENVIRONMENT	30.0	30	-	09-12
M418	M	2	SCIENCE	MILLENNIUM HIGH SCHOOL	30	60	HSST	CTT	2	CHEMISTRY	30.0	30	-	09-12
M418	M	5	MATH	MILLENNIUM HIGH SCHOOL	21	129	HSST	GEN ED	2	ALGEBRA	25.8	30	-	09-12
M418	M	6	MATH	MILLENNIUM HIGH SCHOOL	27	184	HSST	GEN ED	2	GEOMETRY	30.7	34	-	09-12
M418	M	5	MATH	MILLENNIUM HIGH SCHOOL	29	156	HSST	GEN ED	2	OTHER	31.2	35	-	09-12
M419	M	4	ENGLISH	LANDMARK HIGH SCHOOL	10	65	HSST	GEN ED	2	ENGLISH 9	16.3	22	-	09-12
M419	M	3	ENGLISH	LANDMARK HIGH SCHOOL	17	68	HSST	GEN ED	2	ENGLISH 10	22.7	27	-	09-12
M419	M	9	ENGLISH	LANDMARK HIGH SCHOOL	10	157	HSST	GEN ED	2	ENGLISH 11	17.4	25	-	09-12
M419	M	2	ENGLISH	LANDMARK HIGH SCHOOL	13	28	HSST	GEN ED	2	OTHER	14.0	15	-	09-12
M419	M	2	ENGLISH	LANDMARK HIGH SCHOOL	25	52	HSST	CTT	2	ENGLISH 9	26.0	27	-	09-12
M419	M	1	ENGLISH	LANDMARK HIGH SCHOOL	23	23	HSST	CTT	2	ENGLISH 10	23.0	23	-	09-12
M419	M	4	SOCIAL STUDIES	LANDMARK HIGH SCHOOL	12	72	HSST	GEN ED	2	GLOBAL HISTORY 9	18.0	23	-	09-12
M419	M	3	SOCIAL STUDIES	LANDMARK HIGH SCHOOL	26	83	HSST	GEN ED	2	GLOBAL HISTORY 10	27.7	30	-	09-12
M419	M	3	SOCIAL STUDIES	LANDMARK HIGH SCHOOL	21	65	HSST	GEN ED	2	US HISTORY	21.7	23	-	09-12
M419	M	3	SOCIAL STUDIES	LANDMARK HIGH SCHOOL	21	73	HSST	GEN ED	2	US GOVERNMENT	24.3	27	-	09-12
M419	M	2	SOCIAL STUDIES	LANDMARK HIGH SCHOOL	13	29	HSST	GEN ED	2	ECONOMICS	14.5	16	-	09-12
M419	M	2	SOCIAL STUDIES	LANDMARK HIGH SCHOOL	33	66	HSST	CTT	2	GLOBAL HISTORY 9	33.0	33	-	09-12
M419	M	1	SOCIAL STUDIES	LANDMARK HIGH SCHOOL	30	30	HSST	CTT	2	GLOBAL HISTORY 10	30.0	30	-	09-12
M419	M	3	SCIENCE	LANDMARK HIGH SCHOOL	26	81	HSST	GEN ED	2	LIVING ENVIRONMENT	27.0	28	-	09-12
M419	M	3	SCIENCE	LANDMARK HIGH SCHOOL	20	65	HSST	GEN ED	2	CHEMISTRY	21.7	24	-	09-12
M419	M	3	SCIENCE	LANDMARK HIGH SCHOOL	15	58	HSST	GEN ED	2	PHYSICS	19.3	22	-	09-12
M419	M	1	SCIENCE	LANDMARK HIGH SCHOOL	32	32	HSST	CTT	2	LIVING ENVIRONMENT	32.0	32	-	09-12
M419	M	9	MATH	LANDMARK HIGH SCHOOL	13	167	HSST	GEN ED	2	MATH B	18.6	23	-	09-12
M419	M	6	MATH	LANDMARK HIGH SCHOOL	11	137	HSST	GEN ED	2	ALGEBRA	22.8	34	-	09-12
M419	M	3	MATH	LANDMARK HIGH SCHOOL	25	82	HSST	GEN ED	2	GEOMETRY	27.3	31	-	09-12
M419	M	1	MATH	LANDMARK HIGH SCHOOL	31	31	HSST	CTT	2	GEOMETRY	31.0	31	-	09-12
M420	M	10	ENGLISH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	34	340	HSST	GEN ED	2	ENGLISH 9	34.0	34	-	09-12
M420	M	11	ENGLISH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	31	365	HSST	GEN ED	2	ENGLISH 10	33.2	34	-	09-12
M420	M	12	ENGLISH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	23	364	HSST	GEN ED	2	ENGLISH 11	30.3	34	-	09-12
M420	M	12	ENGLISH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	19	365	HSST	GEN ED	2	ENGLISH 12	30.4	34	-	09-12
M420	M	3	ENGLISH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	20	63	HSST	CTT	2	ENGLISH 9	21.0	23	-	09-12
M420	M	2	ENGLISH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	33	67	HSST	CTT	2	ENGLISH 10	33.5	34	-	09-12
M420	M	1	ENGLISH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	31	31	HSST	CTT	2	ENGLISH 11	31.0	31	-	09-12
M420	M	11	SOCIAL STUDIES	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	23	347	HSST	GEN ED	2	GLOBAL HISTORY 9	31.5	34	-	09-12
M420	M	12	SOCIAL STUDIES	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	25	385	HSST	GEN ED	2	GLOBAL HISTORY 10	32.1	34	-	09-12
M420	M	12	SOCIAL STUDIES	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	24	364	HSST	GEN ED	2	US HISTORY	30.3	34	-	09-12
M420	M	11	SOCIAL STUDIES	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	19	343	HSST	GEN ED	2	US GOVERNMENT	31.2	34	-	09-12
M420	M	2	SOCIAL STUDIES	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	34	68	HSST	CTT	2	GLOBAL HISTORY 9	34.0	34	-	09-12
M420	M	2	SOCIAL STUDIES	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	29	60	HSST	CTT	2	GLOBAL HISTORY 10	30.0	31	-	09-12
M420	M	1	SOCIAL STUDIES	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	33	33	HSST	CTT	2	US HISTORY	33.0	33	-	09-12
M420	M	26	SCIENCE	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	32	868	HSST	GEN ED	2	LIVING ENVIRONMENT	33.4	34	-	09-12
M420	M	30	SCIENCE	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	26	898	HSST	GEN ED	2	CHEMISTRY	29.9	33	-	09-12
M420	M	12	SCIENCE	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	28	378	HSST	GEN ED	2	PHYSICS	31.5	34	-	09-12
M420	M	2	SCIENCE	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	33	66	HSST	CTT	2	LIVING ENVIRONMENT	33.0	33	-	09-12
M420	M	2	SCIENCE	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	27	56	HSST	CTT	2	CHEMISTRY	28.0	29	-	09-12
M420	M	2	MATH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	32	66	HSST	GEN ED	2	MATH A	33.0	34	-	09-12
M420	M	16	MATH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	31	534	HSST	GEN ED	2	MATH B	33.4	34	-	09-12
M420	M	16	MATH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	27	522	HSST	GEN ED	2	ALGEBRA	32.6	34	-	09-12
M420	M	5	MATH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	27	158	HSST	GEN ED	2	GEOMETRY	31.6	34	-	09-12
M420	M	1	MATH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	34	34	HSST	CTT	2	MATH A	34.0	34	-	09-12
M420	M	4	MATH	HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI	28	125	HSST	CTT	2	ALGEBRA	31.3	34	-	09-12
M425	M	8	ENGLISH	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	15	191	HSST	GEN ED	2	ENGLISH 9	23.9	27	-	09-12
M425	M	9	ENGLISH	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	11	216	HSST	GEN ED	2	ENGLISH 10	24.0	31	-	09-12
M425	M	6	ENGLISH	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	15	153	HSST	GEN ED	2	ENGLISH 11	25.5	31	-	09-12
M425	M	2	ENGLISH	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	31	65	HSST	GEN ED	2	ENGLISH 12	32.5	34	-	09-12
M425	M	7	SOCIAL STUDIES	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	15	198	HSST	GEN ED	2	GLOBAL HISTORY 9	28.3	33	-	09-12
M425	M	7	SOCIAL STUDIES	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	18	190	HSST	GEN ED	2	GLOBAL HISTORY 10	27.1	32	-	09-12
M425	M	5	SOCIAL STUDIES	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	18	134	HSST	GEN ED	2	US HISTORY	26.8	32	-	09-12
M425	M	3	SOCIAL STUDIES	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	33	102	HSST	GEN ED	2	ECONOMICS	34.0	35	-	09-12
M425	M	1	SOCIAL STUDIES	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	21	21	HSST	GEN ED	2	OTHER	21.0	21	-	09-12
M425	M	18	SCIENCE	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	10	428	HSST	GEN ED	2	LIVING ENVIRONMENT	23.8	33	-	09-12
M425	M	1	SCIENCE	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	28	28	HSST	GEN ED	2	EARTH SCIENCE	28.0	28	-	09-12
M425	M	3	SCIENCE	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	27	90	HSST	GEN ED	2	CHEMISTRY	30.0	33	-	09-12
M425	M	1	MATH	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	15	15	HSST	GEN ED	2	MATH B	15.0	15	-	09-12
M425	M	15	MATH	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	12	319	HSST	GEN ED	2	ALGEBRA	21.3	31	-	09-12
M425	M	11	MATH	LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL	20	282	HSST	GEN ED	2	GEOMETRY	25.6	30	-	09-12
M429	M	4	ENGLISH	LEGACY SCHOOL FOR INTEGRATED STUDIES	17	102	HSST	GEN ED	2	ENGLISH 9	25.5	32	-	09-12
M429	M	3	ENGLISH	LEGACY SCHOOL FOR INTEGRATED STUDIES	25	91	HSST	GEN ED	2	ENGLISH 10	30.3	34	-	09-12
M429	M	3	ENGLISH	LEGACY SCHOOL FOR INTEGRATED STUDIES	13	64	HSST	GEN ED	2	ENGLISH 11	21.3	26	-	09-12
M429	M	3	ENGLISH	LEGACY SCHOOL FOR INTEGRATED STUDIES	18	63	HSST	GEN ED	2	ENGLISH 12	21.0	25	-	09-12
M429	M	1	ENGLISH	LEGACY SCHOOL FOR INTEGRATED STUDIES	24	24	HSST	CTT	2	ENGLISH 10	24.0	24	-	09-12
M429	M	1	ENGLISH	LEGACY SCHOOL FOR INTEGRATED STUDIES	7	7	HSST	SPEC ED	2	ENGLISH 9	7.0	7	-	09-12
M429	M	1	ENGLISH	LEGACY SCHOOL FOR INTEGRATED STUDIES	9	9	HSST	SPEC ED	2	ENGLISH 10	9.0	9	-	09-12
M429	M	5	SOCIAL STUDIES	LEGACY SCHOOL FOR INTEGRATED STUDIES	12	108	HSST	GEN ED	2	GLOBAL HISTORY 9	21.6	30	-	09-12
M429	M	4	SOCIAL STUDIES	LEGACY SCHOOL FOR INTEGRATED STUDIES	27	116	HSST	GEN ED	2	GLOBAL HISTORY 10	29.0	32	-	09-12
M429	M	3	SOCIAL STUDIES	LEGACY SCHOOL FOR INTEGRATED STUDIES	14	73	HSST	GEN ED	2	US HISTORY	24.3	30	-	09-12
M429	M	2	SOCIAL STUDIES	LEGACY SCHOOL FOR INTEGRATED STUDIES	20	43	HSST	GEN ED	2	US GOVERNMENT	21.5	23	-	09-12
M429	M	1	SOCIAL STUDIES	LEGACY SCHOOL FOR INTEGRATED STUDIES	6	6	HSST	SPEC ED	2	GLOBAL HISTORY 9	6.0	6	-	09-12
M429	M	1	SOCIAL STUDIES	LEGACY SCHOOL FOR INTEGRATED STUDIES	10	10	HSST	SPEC ED	2	GLOBAL HISTORY 10	10.0	10	-	09-12
M429	M	8	SCIENCE	LEGACY SCHOOL FOR INTEGRATED STUDIES	26	234	HSST	GEN ED	2	LIVING ENVIRONMENT	29.3	32	-	09-12
M429	M	6	SCIENCE	LEGACY SCHOOL FOR INTEGRATED STUDIES	20	136	HSST	GEN ED	2	EARTH SCIENCE	22.7	28	-	09-12
M429	M	4	SCIENCE	LEGACY SCHOOL FOR INTEGRATED STUDIES	18	88	HSST	GEN ED	2	OTHER	22.0	30	-	09-12
M429	M	1	SCIENCE	LEGACY SCHOOL FOR INTEGRATED STUDIES	10	10	HSST	SPEC ED	2	LIVING ENVIRONMENT	10.0	10	-	09-12
M429	M	1	SCIENCE	LEGACY SCHOOL FOR INTEGRATED STUDIES	5	5	HSST	SPEC ED	2	OTHER	5.0	5	-	09-12
M429	M	6	MATH	LEGACY SCHOOL FOR INTEGRATED STUDIES	15	133	HSST	GEN ED	2	ALGEBRA	22.2	27	-	09-12
M429	M	3	MATH	LEGACY SCHOOL FOR INTEGRATED STUDIES	31	93	HSST	GEN ED	2	GEOMETRY	31.0	31	-	09-12
M429	M	2	MATH	LEGACY SCHOOL FOR INTEGRATED STUDIES	21	46	HSST	GEN ED	2	OTHER	23.0	25	-	09-12
M429	M	1	MATH	LEGACY SCHOOL FOR INTEGRATED STUDIES	17	17	HSST	CTT	2	ALGEBRA	17.0	17	-	09-12
M429	M	1	MATH	LEGACY SCHOOL FOR INTEGRATED STUDIES	30	30	HSST	CTT	2	GEOMETRY	30.0	30	-	09-12
M429	M	1	MATH	LEGACY SCHOOL FOR INTEGRATED STUDIES	7	7	HSST	SPEC ED	2	ALGEBRA	7.0	7	-	09-12
M429	M	1	MATH	LEGACY SCHOOL FOR INTEGRATED STUDIES	10	10	HSST	SPEC ED	2	GEOMETRY	10.0	10	-	09-12
M439	M	10	ENGLISH	MANHATTAN VILLAGE ACADEMY	18	196	HSST	GEN ED	2	ENGLISH 9	19.6	21	-	09-12
M439	M	5	ENGLISH	MANHATTAN VILLAGE ACADEMY	17	102	HSST	GEN ED	2	ENGLISH 10	20.4	24	-	09-12
M439	M	5	ENGLISH	MANHATTAN VILLAGE ACADEMY	20	118	HSST	GEN ED	2	ENGLISH 11	23.6	26	-	09-12
M439	M	4	ENGLISH	MANHATTAN VILLAGE ACADEMY	14	58	HSST	GEN ED	2	ENGLISH 12	14.5	16	-	09-12
M439	M	5	SOCIAL STUDIES	MANHATTAN VILLAGE ACADEMY	18	98	HSST	GEN ED	2	GLOBAL HISTORY 9	19.6	21	-	09-12
M439	M	5	SOCIAL STUDIES	MANHATTAN VILLAGE ACADEMY	17	102	HSST	GEN ED	2	GLOBAL HISTORY 10	20.4	24	-	09-12
M439	M	5	SOCIAL STUDIES	MANHATTAN VILLAGE ACADEMY	20	118	HSST	GEN ED	2	US HISTORY	23.6	26	-	09-12
M439	M	5	SOCIAL STUDIES	MANHATTAN VILLAGE ACADEMY	14	74	HSST	GEN ED	2	US GOVERNMENT	14.8	16	-	09-12
M439	M	5	SCIENCE	MANHATTAN VILLAGE ACADEMY	18	98	HSST	GEN ED	2	LIVING ENVIRONMENT	19.6	21	-	09-12
M439	M	5	SCIENCE	MANHATTAN VILLAGE ACADEMY	17	102	HSST	GEN ED	2	EARTH SCIENCE	20.4	24	-	09-12
M439	M	5	SCIENCE	MANHATTAN VILLAGE ACADEMY	20	118	HSST	GEN ED	2	CHEMISTRY	23.6	26	-	09-12
M439	M	5	SCIENCE	MANHATTAN VILLAGE ACADEMY	14	74	HSST	GEN ED	2	PHYSICS	14.8	16	-	09-12
M439	M	5	MATH	MANHATTAN VILLAGE ACADEMY	18	100	HSST	GEN ED	2	ALGEBRA	20.0	21	-	09-12
M439	M	10	MATH	MANHATTAN VILLAGE ACADEMY	15	190	HSST	GEN ED	2	GEOMETRY	19.0	24	-	09-12
M439	M	10	MATH	MANHATTAN VILLAGE ACADEMY	19	226	HSST	GEN ED	2	OTHER	22.6	26	-	09-12
M440	M	14	ENGLISH	BAYARD RUSTIN EDUCATIONAL COMPLEX	10	257	HSST	GEN ED	2	ENGLISH 9	18.4	25	-	09-12
M440	M	14	ENGLISH	BAYARD RUSTIN EDUCATIONAL COMPLEX	11	288	HSST	GEN ED	2	ENGLISH 10	20.6	29	-	09-12
M440	M	14	ENGLISH	BAYARD RUSTIN EDUCATIONAL COMPLEX	10	315	HSST	GEN ED	2	ENGLISH 11	22.5	32	-	09-12
M440	M	10	ENGLISH	BAYARD RUSTIN EDUCATIONAL COMPLEX	11	251	HSST	GEN ED	2	ENGLISH 12	25.1	32	-	09-12
M440	M	-2	ENGLISH	BAYARD RUSTIN EDUCATIONAL COMPLEX		-23	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M440	M	18	SOCIAL STUDIES	BAYARD RUSTIN EDUCATIONAL COMPLEX	10	318	HSST	GEN ED	2	GLOBAL HISTORY 9	17.7	27	-	09-12
M440	M	18	SOCIAL STUDIES	BAYARD RUSTIN EDUCATIONAL COMPLEX	11	404	HSST	GEN ED	2	GLOBAL HISTORY 10	22.4	33	-	09-12
M440	M	17	SOCIAL STUDIES	BAYARD RUSTIN EDUCATIONAL COMPLEX	10	400	HSST	GEN ED	2	US HISTORY	23.5	34	-	09-12
M440	M	13	SOCIAL STUDIES	BAYARD RUSTIN EDUCATIONAL COMPLEX	11	308	HSST	GEN ED	2	US GOVERNMENT	23.7	32	-	09-12
M440	M	-2	SOCIAL STUDIES	BAYARD RUSTIN EDUCATIONAL COMPLEX		-27	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M440	M	40	SCIENCE	BAYARD RUSTIN EDUCATIONAL COMPLEX	11	793	HSST	GEN ED	2	LIVING ENVIRONMENT	19.8	30	-	09-12
M440	M	36	SCIENCE	BAYARD RUSTIN EDUCATIONAL COMPLEX	11	828	HSST	GEN ED	2	EARTH SCIENCE	23.0	34	-	09-12
M440	M	4	SCIENCE	BAYARD RUSTIN EDUCATIONAL COMPLEX	20	82	HSST	GEN ED	2	PHYSICS	20.5	22	-	09-12
M440	M	-4	SCIENCE	BAYARD RUSTIN EDUCATIONAL COMPLEX		-58	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M440	M	4	MATH	BAYARD RUSTIN EDUCATIONAL COMPLEX	10	75	HSST	GEN ED	2	MATH A	18.8	27	-	09-12
M440	M	22	MATH	BAYARD RUSTIN EDUCATIONAL COMPLEX	12	481	HSST	GEN ED	2	MATH B	21.9	32	-	09-12
M440	M	20	MATH	BAYARD RUSTIN EDUCATIONAL COMPLEX	10	359	HSST	GEN ED	2	ALGEBRA	18.0	29	-	09-12
M440	M	15	MATH	BAYARD RUSTIN EDUCATIONAL COMPLEX	11	300	HSST	GEN ED	2	GEOMETRY	20.0	32	-	09-12
M440	M	3	MATH	BAYARD RUSTIN EDUCATIONAL COMPLEX	14	49	HSST	GEN ED	2	OTHER	16.3	21	-	09-12
M440	M	4	ALL SUBJECTS	BAYARD RUSTIN EDUCATIONAL COMPLEX		108	HSST	CTT	2	ASSUMED TEAM TEACHING			-	09-12
M442	M	2	-	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	15	31	ATS	GEN ED	2	-	15.5	16	-	04
M442	M	2	-	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	20	41	ATS	GEN ED	2	-	20.5	21	-	05
M442	M	1	-	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	23	23	ATS	GEN ED	2	-	23.0	23	-	06
M442	M	1	-	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	22	22	ATS	GEN ED	2	-	22.0	22	-	07
M442	M	1	-	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	22	22	ATS	GEN ED	2	-	22.0	22	-	08
M442	M	9	ENGLISH	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	21	196	HSST	GEN ED	2	-	21.8	23	-	MS CORE
M442	M	5	SOCIAL STUDIES	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	21	110	HSST	GEN ED	2	-	22.0	23	-	MS CORE
M442	M	5	SCIENCE	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	21	110	HSST	GEN ED	2	-	22.0	23	-	MS CORE
M442	M	5	MATH	BALLET TECHNICAL NYC PUBLIC SCHOOL FOR D	21	110	HSST	GEN ED	2	-	22.0	23	-	MS CORE
M449	M	5	SCIENCE	VANGUARD HIGH SCHOOL	19	119	HSST	GEN ED	2	LIVING ENVIRONMENT	23.8	28	-	09-12
M449	M	3	SCIENCE	VANGUARD HIGH SCHOOL	16	66	HSST	GEN ED	2	CHEMISTRY	22.0	26	-	09-12
M449	M	3	SCIENCE	VANGUARD HIGH SCHOOL	25	78	HSST	GEN ED	2	PHYSICS	26.0	27	-	09-12
M449	M	6	MATH	VANGUARD HIGH SCHOOL	21	152	HSST	GEN ED	2	MATH B	25.3	30	-	09-12
M449	M	8	MATH	VANGUARD HIGH SCHOOL	12	140	HSST	GEN ED	2	ALGEBRA	17.5	23	-	09-12
M449	M	5	MATH	VANGUARD HIGH SCHOOL	16	107	HSST	GEN ED	2	GEOMETRY	21.4	27	-	09-12
M459	M	6	ENGLISH	MANHATTAN INTERNATIONAL HIGH SCHOOL	16	115	HSST	GEN ED	2	ENGLISH 9	19.2	23	-	09-12
M459	M	3	ENGLISH	MANHATTAN INTERNATIONAL HIGH SCHOOL	23	71	HSST	GEN ED	2	ENGLISH 10	23.7	24	-	09-12
M459	M	3	ENGLISH	MANHATTAN INTERNATIONAL HIGH SCHOOL	18	56	HSST	GEN ED	2	ENGLISH 11	18.7	20	-	09-12
M459	M	3	ENGLISH	MANHATTAN INTERNATIONAL HIGH SCHOOL	20	64	HSST	GEN ED	2	ENGLISH 12	21.3	23	-	09-12
M459	M	6	SOCIAL STUDIES	MANHATTAN INTERNATIONAL HIGH SCHOOL	16	115	HSST	GEN ED	2	GLOBAL HISTORY 9	19.2	23	-	09-12
M459	M	3	SOCIAL STUDIES	MANHATTAN INTERNATIONAL HIGH SCHOOL	23	71	HSST	GEN ED	2	GLOBAL HISTORY 10	23.7	24	-	09-12
M459	M	3	SOCIAL STUDIES	MANHATTAN INTERNATIONAL HIGH SCHOOL	18	56	HSST	GEN ED	2	US HISTORY	18.7	20	-	09-12
M459	M	3	SOCIAL STUDIES	MANHATTAN INTERNATIONAL HIGH SCHOOL	19	64	HSST	GEN ED	2	US GOVERNMENT	21.3	23	-	09-12
M459	M	3	SCIENCE	MANHATTAN INTERNATIONAL HIGH SCHOOL	16	53	HSST	GEN ED	2	LIVING ENVIRONMENT	17.7	20	-	09-12
M459	M	6	SCIENCE	MANHATTAN INTERNATIONAL HIGH SCHOOL	13	90	HSST	GEN ED	2	EARTH SCIENCE	15.0	18	-	09-12
M459	M	3	SCIENCE	MANHATTAN INTERNATIONAL HIGH SCHOOL	24	74	HSST	GEN ED	2	CHEMISTRY	24.7	25	-	09-12
M459	M	3	SCIENCE	MANHATTAN INTERNATIONAL HIGH SCHOOL	14	57	HSST	GEN ED	2	PHYSICS	19.0	22	-	09-12
M459	M	6	MATH	MANHATTAN INTERNATIONAL HIGH SCHOOL	17	130	HSST	GEN ED	2	ALGEBRA	21.7	26	-	09-12
M459	M	3	MATH	MANHATTAN INTERNATIONAL HIGH SCHOOL	19	66	HSST	GEN ED	2	GEOMETRY	22.0	26	-	09-12
M459	M	3	MATH	MANHATTAN INTERNATIONAL HIGH SCHOOL	15	50	HSST	GEN ED	2	OTHER	16.7	20	-	09-12
M460	M	14	ENGLISH	WASHINGTON IRVING HIGH SCHOOL	10	328	HSST	GEN ED	2	ENGLISH 9	23.4	32	-	09-12
M460	M	16	ENGLISH	WASHINGTON IRVING HIGH SCHOOL	10	361	HSST	GEN ED	2	ENGLISH 10	22.6	31	-	09-12
M460	M	17	ENGLISH	WASHINGTON IRVING HIGH SCHOOL	10	332	HSST	GEN ED	2	ENGLISH 11	19.5	28	-	09-12
M460	M	12	ENGLISH	WASHINGTON IRVING HIGH SCHOOL	10	239	HSST	GEN ED	2	ENGLISH 12	19.9	34	-	09-12
M460	M	3	ENGLISH	WASHINGTON IRVING HIGH SCHOOL	31	102	HSST	GEN ED	2	OTHER	34.0	39	-	09-12
M460	M	-4	ENGLISH	WASHINGTON IRVING HIGH SCHOOL		-50	HSST	GEN ED	2	MATCHED SECTIONS			-	09-12
M460	M	21	SOCIAL STUDIES	WASHINGTON IRVING HIGH SCHOOL	11	526	HSST	GEN ED	2	GLOBAL HISTORY 9	25.0	33	-	09-12
M460	M	16	SOCIAL STUDIES	WASHINGTON IRVING HIGH SCHOOL	14	404	HSST	GEN ED	2	GLOBAL HISTORY 10	25.3	33	-	09-12
M460	M	17	SOCIAL STUDIES	WASHINGTON IRVING HIGH SCHOOL	10	404	HSST	GEN ED	2	US HISTORY	23.8	33	-	09-12
