overall_grade	additional_credit	_state_accountability_status	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	school_level_	most_recent_quality_review_score	_school_support_organization
A	3.8	Improvement (year 2) -  Basic	A	65.08	87.7	Carlos Velez	49.7	10X291	A	P.S. 291	12.0	22.2	A	10	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	7.5	Restructuring (Advanced) -  Focused	B	66.14	87.8	Cynthia G. Riley	52.0	10X306	B	P.S. 306	8.3	20.0	A	10	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	0.0	In Good Standing	A	60.64	87.5	Luisa Fuentes	47.8	10X307	B	P.S. X307 - EAMES PLACE	15.0	24.7	A	10	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	10.5	In Good Standing	B	2.96	97.4	Sandra Sanchez	53.6	10X308	B	BRONX DANCE ACADEMY SCHOOL	8.3	25.0	A	10	ESMS	A	Middle	Proficient (2007-08)	ESO
A	9.8	Corrective Action (year 2) -  Focused	A	63.00	97.9	Elizabeth Cardona	59.3	10X310	C	P.S. 310 MARBLE HILL	11.6	17.2	A	10	ESMS	A	Elementary	Proficient (2008-09)	ESO
A	5.3	In Good Standing	A	63.01	97.8	Elsie Cardona-Bernardinelli	55.7	10X315	A	P.S. 315 LAB SCHOOL	11.8	25.0	A	10	ESMS	A	K-8	Well Developed (2007-08)	ESO
A	3.8	Improvement (year 2) -  Comprehensive	A	2.18	83.9	Carol Wiggins	43.9	10X319	A	PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL	11.2	25.0	A	10	HS	A	Transfer School	Well Developed (2007-08)	ESO
A	8.3	In Good Standing	A	3.15	94.0	John Barnes	53.1	10X324	D	BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING	11.5	21.1	A	10	ESMS	A	Middle	Proficient (2008-09)	CUNY
A	7.5	Improvement (year 2) -  Comprehensive	A	2.76	87.2	Serapha Cruz	45.0	10X331	A	THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGATION	13.3	21.4	A	10	ESMS	A	Middle	Well Developed (2008-09)	ESO
A	5.3	In Good Standing	A	60.40	91.4	Nelly Maldonado	53.0	10X340	B	P.S. 340	13.8	19.3	A	10	ESMS	A	Elementary	Proficient (2008-09)	ESO
A	3.0	Pending	A	2.61	85.8	Karen Maldonado	52.9	10X342	B	INTERNATIONAL SCHOOL FOR LIBERAL ARTS	11.9	18.0	A	10	ESMS	A	Middle	Well Developed (2008-09)	ESO
A	4	In Good Standing	A	2.03	88.1	Karen Maldonado	47.7	10X342		INTERNATIONAL SCHOOL FOR LIBERAL ARTS	11.4	25.0	A	10	HS	A	High School	Well Developed (2008-09)	ESO
A	9.0	In Good Standing	A	60.61	95.1	Nancy Rodriguez-Lewis	60.0	10X360	B	P.S. 360	10.7	15.4	A	10	ESMS	B	Elementary	Well Developed (2007-08)	ESO
A	8.3	In Good Standing	A	3.08	93.6	Rose Fairweather-Clunie	52.5	10X368	B	IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)	10.7	22.1	A	10	ESMS	A	Middle	Well Developed (2007-08)	ESO
C	4	In Good Standing	A	2.52	52.4	Rose Fairweather-Clunie	25.7	10X368	B	IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)	10.5	12.2	D	10	HS	C	High School	Well Developed (2007-08)	ESO
""				2.86		PANOREA PANAGIOSOULIS		10X374		KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA)				10	HS		High School		New Visions
""	6	Pending																Well Developed (2008-09)	
A	11.3	Restructuring (year 2) -  Focused	A	2.85	95.6	Robert Mercedes	47.7	10X390	A	M.S. 390	12.6	24.0	A	10	ESMS	A	Middle	Well Developed (2007-08)	AED
A	6.8	Restructuring (year 2) -  Focused	A	2.86	81.8	Pedro Santana	43.6	10X391	C	THE ANGELO PATRI MIDDLE SCHOOL	11.7	19.7	A	10	ESMS	A	Middle	Proficient (2008-09)	Fordham
A	1.5	In Good Standing	A	64.69	91.3	Lawrence Wright	59.2	10X396	C	P.S. 396	12.7	17.9	A	10	ESMS	A	Elementary	Proficient (2008-09)	ESO
""				1.62		Norma Vega		10X397		ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS)				10	HS		High School		ESO
""	2																		
""						Angelo Ledda		10X399		M.S. 399				10	ESMS		Middle		ESO
""		Restructuring (Advanced) -  Comprehensive							D									Proficient (2007-08)	
A	8.3	In Good Standing	B	3.19	83.8	William Quintana	46.1	10X413	B	BRONX HIGH SCHOOL FOR MEDICAL SCIENCE	8.4	21.0	A	10	ESMS	A	Middle	Well Developed (2007-08)	CUNY
C	2	In Good Standing	B	2.09	51.4	Maxine Johnson-Harris	30.7	10X433	B	HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS	8.2	10.5	C	10	HS	D	High School	Proficient (2007-08)	ESO
A	11	In Good Standing	B	1.92	94.9	STEPHEN JOSEPH GUMBS	58.6	10X434	A	BELMONT PREPARATORY HIGH SCHOOL	9.5	15.8	A	10	HS	B	High School	Proficient (2007-08)	LLSO
A	10	In Good Standing	B	1.93	85.6	Iris Blige	51.0	10X437	B	FORDHAM HIGH SCHOOL FOR THE ARTS	8.7	15.9	A	10	HS	B	High School	Proficient (2007-08)	LLSO
B	3	Improvement (year 1) -  Comprehensive	B	1.96	59.1	Richard Bost	36.3	10X438	C	FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY	8.1	11.7	B	10	HS	C	High School	Proficient (2008-09)	Fordham
C	3	In Good Standing	B	1.97	52.4	Gail Joyner-White	26.0	10X439	B	BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE	9.8	13.6	D	10	HS	B	High School	Well Developed (2007-08)	New Visions
C	1	Restructuring (year 2) -  Focused	C	2.41	49.7	Geraldine Ambrosio	29.4	10X440	C	DEWITT CLINTON HIGH SCHOOL	7.8	11.5	C	10	HS	C	High School	Proficient (2008-09)	ICI
B	2	In Good Standing	B	2.62	57.4	William Rodriguez, Ed.D.	29.0	10X442	B	CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE	10.0	16.4	C	10	HS	B	High School	Well Developed (2007-08)	New Visions
A	2	In Good Standing	B	3.92	80.3	Valerie Reidy	45.8	10X445	A	BRONX HIGH SCHOOL OF SCIENCE	9.0	23.5	A	10	HS	A	High School	Well Developed (2007-08)	ICI
C	4	Restructuring (Advanced) -  Comprehensiv	D	1.78	52.7	Anthony Rotunno	30.3	10X475	C	JOHN F. KENNEDY HIGH SCHOOL	6.4	12.0	C	10	HS	C	High School	Proficient (2008-09)	LLSO
A	11	In Good Standing	A	2.61	101.3	KIRSTEN LARSON	54.7	10X477	A	MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES	12.2	23.4	A	10	HS	A	High School	Outstanding (2007-08)	New Visions
A	11	In Good Standing	B	2.50	85.5	Brenda Bravo	48.2	10X495	A	UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COMMUNITY COLLEGE	10.1	16.2	A	10	HS	B	High School	Well Developed (2007-08)	ESO
B	3	In Good Standing	B	2.35	58.8	Deborah Effinger	27.1	10X546	B	BRONX THEATRE HIGH SCHOOL	10.4	18.3	C	10	HS	A	High School	Well Developed (2007-08)	New Visions
A	5	Improvement (year 1) -  Comprehensive	C	1.85	76.9	ROLANDO RIVERA	46.0	10X549	A	DISCOVERY HIGH SCHOOL	7.1	18.8	A	10	HS	A	High School	Well Developed (2007-08)	ESO
D	0	Restructuring (year 2) -  Comprehensive	B	1.92	41.3	Roberto Hernandez	22.0	10X660	C	GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	8.6	10.7	D	10	HS	D	High School	Proficient (2008-09)	LLSO
A	0	In Good Standing	A	3.83	78.1	Mr. Alessandro Weiss	44.7	10X696	A	HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE	12.9	20.5	A	10	HS	A	High School	Well Developed (2007-08)	ICI
A	5.3	In Good Standing	C	51.62	78.9	Yvonne Williams	48.1	11X016	A	P.S. 016 WAKEFIELD	7.5	18.0	A	11	ESMS	A	Elementary	Proficient (2008-09)	ESO
A	4.5	In Good Standing	A	26.21	77.1	Timothy P. Sullivan	43.4	11X019	C	P.S. 019 JUDITH K. WEISS	11.7	17.5	A	11	ESMS	A	K-8	Well Developed (2008-09)	LLSO
B	2.3	In Good Standing	D	57.93	64.0	Joyce Coleman	41.0	11X021	B	P.S. 021 PHILIP H. SHERIDAN	6.3	14.4	A	11	ESMS	B	Elementary	Proficient (2007-08)	LLSO
A	10.5	In Good Standing	A	60.43	101.6	Erika Tobia	60.0	11X041	A	P.S. 041 GUN HILL ROAD	11.1	20.0	A	11	ESMS	A	Elementary	Proficient (2007-08)	LLSO
A	3.8	In Good Standing	A	61.73	81.6	Cheryl Coles	44.3	11X068	A	P.S. 068 BRONX	12.0	21.5	A	11	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	8.3	In Good Standing	A	58.28	97.4	Louise Sedotto	53.8	11X076	A	P.S. 076 THE BENNINGTON SCHOOL	10.8	24.5	A	11	ESMS	A	Elementary	Outstanding (2007-08)	LLSO
A	3.0	Improvement (year 1) -  Basic	C	56.62	70.2	Claudina Skerritt	46.3	11X078	C	P.S. 078 ANNE HUTCHINSON	8.0	12.9	A	11	ESMS	C	Elementary	Proficient (2008-09)	LLSO
A	11.3	In Good Standing	A	43.04	88.7	Benjamin Soccodato	47.9	11X083	B	P.S. 083 DONALD HERTZ	10.7	18.8	A	11	ESMS	A	K-8	Well Developed (2007-08)	CEI-PEA
A	7.5	In Good Standing	B	54.89	86.2	Donna Anaman	52.5	11X087	C	P.S. 087 BRONX	8.1	18.1	A	11	ESMS	A	Elementary	Underdeveloped with Proficient Features (2008-09)	ESO
A	10.5	Corrective Action (year 2) -  Focused	D	52.88	76.3	Ronald Rivera	43.7	11X089	C	P.S. 089 BRONX	5.0	17.1	A	11	ESMS	A	K-8	Proficient (2008-09)	CEI-PEA
A	7.5	In Good Standing	A	51.55	82.5	Marta Garcia	42.5	11X096	A	P.S. 096 RICHARD RODGERS	10.7	21.8	A	11	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
C	0.8	Improvement (year 2) -  Basic	B	45.24	50.7	Katheleen Bornkamp	27.0	11X097	C	P.S. 097 BRONX	8.3	14.6	C	11	ESMS	B	Elementary	Proficient (2008-09)	LLSO
A	9.8	Corrective Action (year 1) -  Focused	A	58.25	81.0	Alice Brown	44.5	11X103	C	P.S. 103 HECTOR FONTANEZ	11.1	15.6	A	11	ESMS	B	Elementary	Proficient (2008-09)	ESO
A	12.0	In Good Standing	B	50.71	88.0	Mr. Christopher Eustace	50.1	11X105	B	P.S. 105 SEN ABRAHAM BERNSTEIN	8.6	17.3	A	11	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	6.8	In Good Standing	A	51.08	78.6	Eugenia Montalvo	41.5	11X106	B	P.S. 106 PARKCHESTER	11.4	18.9	A	11	ESMS	A	Elementary	Proficient (2007-08)	LLSO
B	3.0	In Good Standing	D	32.88	62.0	Charles Sperrazza	38.3	11X108	B	P.S. 108 PHILIP J. ABINANTI	6.0	14.7	B	11	ESMS	B	Elementary	Proficient (2007-08)	LLSO
A	6.8	In Good Standing	A	59.06	78.3	Julia Rivers-Jones	45.9	11X111	B	P.S. 111 SETON FALLS	10.5	15.1	A	11	ESMS	B	Elementary	Well Developed (2007-08)	ESO
A	6.0	Restructuring (Advanced) -  Focused	B	62.00	74.6	Susan Barnes	41.5	11X112	A	P.S. 112 BRONXWOOD	8.5	18.6	A	11	ESMS	A	Elementary	Proficient (2007-08)	LLSO
A	7.5	In Good Standing	A	50.97	69.9	Rachel Donnelly	31.4	11X121	B	P.S. 121 THROOP	13.1	17.9	C	11	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	9.8	In Good Standing	B	3.08	79.9	Harry Sherman	41.1	11X127	A	J.H.S. 127 THE CASTLE HILL	9.1	19.9	A	11	ESMS	A	Middle	Well Developed (2007-08)	LLSO
A	8.3	Restructuring (Advanced) -  Focused	D	2.93	74.4	Casimiro Cibelli	40.6	11X142	C	MS 142 JOHN PHILIP SOUSA	6.0	19.5	B	11	ESMS	A	Middle	Underdeveloped with Proficient Features (2008-09)	CEI-PEA
A	9.8	Restructuring (year 2) -  Focused	B	3.00	76.1	Katina Lotakis	36.4	11X144	B	J.H.S. 144 MICHELANGELO	8.3	21.6	B	11	ESMS	A	Middle	Well Developed (2007-08)	LLSO
A	6.8	In Good Standing	A	46.58	81.1	Veronica Goka	42.7	11X153	B	P.S. 153 HELLEN KELLER	10.7	20.9	A	11	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	2.3	In Good Standing	B	51.26	70.3	Lori Baker	42.1	11X160	A	P.S. 160 WALT DISNEY	9.2	16.7	A	11	ESMS	B	Elementary	Well Developed (2007-08)	LLSO
A	3.8	In Good Standing	A	23.92	79.9	Amy Lipson	47.0	11X175	C	P.S. 175 CITY ISLAND	10.9	18.2	A	11	ESMS	A	K-8	Proficient (2008-09)	ESO
A	9.0	In Good Standing	C	52.22	85.5	Evelyn Fulton	51.2	11X178	A	P.S. 178 - DR. SELMAN WAKSMAN	7.8	17.5	A	11	ESMS	A	Elementary	Well Developed (2007-08)	CEI-PEA
A	6.8	In Good Standing	B	3.18	68.3	Frank Uzzo	34.4	11X180	B	M.S. 180 DR. DANIEL HALE WILLIAMS	8.8	18.3	B	11	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
A	5.3	In Good Standing	B	3.13	76.5	Christopher Warnock	42.0	11X181	B	I.S. 181 PABLO CASALS	9.6	19.6	A	11	ESMS	A	Middle	Well Developed (2007-08)	LLSO
C	2.3	In Good Standing	C	57.23	51.1	Malissa Mootoo	29.5	11X189		CORNERSTONE ACADEMY FOR SOCIAL ACTION	7.3	12.0	C	11	ESMS	C	Elementary	Proficient (2008-09)	LLSO
A	9.8	In Good Standing	A	53.91	87.8	Elmer Myers	45.4	11X194	B	PS/MS 194	10.9	21.7	A	11	ESMS	A	K-8	Well Developed (2007-08)	LLSO
A	7	In Good Standing	A	2.31	87.8	Miriam Rivas	44.1	11X249	A	BRONX HEALTH SCIENCES HIGH SCHOOL	11.7	25.0	A	11	HS	A	High School	Proficient (2007-08)	ESO
B	4	In Good Standing	B	2.17	58.6	Steven Chernigoff	34.4	11X253	B	BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS	8.9	11.3	B	11	HS	C	High School	Proficient (2007-08)	LLSO
A	7	In Good Standing	A	2.37	73.5	Marc Sternberg	37.0	11X265	A	BRONX LAB SCHOOL	10.8	18.7	B	11	HS	A	High School	Well Developed (2007-08)	ESO
A	4.5	In Good Standing	C	2.95	83.3	Zenobia White	47.3	11X270	D	ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL	7.1	24.4	A	11	ESMS	A	Middle	Proficient (2008-09)	ESO
B	4	In Good Standing	C	2.19	60.1	Zenobia White	36.4	11X270		ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL	6.9	12.8	B	11	HS	C	High School	Proficient (2008-09)	ESO
B	1.5	In Good Standing	C	3.04	65.6	Barbara Hartnett	38.0	11X272	D	GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH	7.2	18.9	B	11	ESMS	A	Middle	Proficient (2008-09)	LLSO
A	10	In Good Standing	A	2.32	87.7	Bruce Abramowitz	43.1	11X275	A	HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY	11.1	23.5	A	11	HS	A	High School	Proficient (2007-08)	LLSO
A	2.3	In Good Standing	C	3.01	70.2	Adrienne Phifer	40.9	11X287	C	THE FORWARD SCHOOL	7.7	19.3	A	11	ESMS	A	Middle	Underdeveloped with Proficient Features (2008-09)	CUNY
A	5	In Good Standing	A	2.66	79.4	Estelle Hans	43.6	11X288	B	COLLEGIATE INSTITUTE FOR MATH AND SCIENCE	11.0	19.8	A	11	HS	A	High School	Well Developed (2007-08)	New Visions
B	1.5	In Good Standing	B	3.08	58.7	Vaughn Thompson	30.2	11X289	D	THE YOUNG SCHOLARS ACADEMY OF THE BRONX	9.1	17.9	C	11	ESMS	A	Middle	Proficient (2008-09)	LLSO
A	9	In Good Standing	B	2.11	76.9	Marvia Lindsay	38.0	11X290	A	BRONX ACADEMY OF HEALTH CAREERS	9.4	20.5	B	11	HS	A	High School	Proficient (2007-08)	New Visions
A	5	In Good Standing	A	2.13	74.2	ROSE C. LOBIANCO	34.5	11X299	B	ASTOR COLLEGIATE ACADEMY	11.5	23.2	B	11	HS	A	High School	Proficient (2007-08)	LLSO
B	6.8	In Good Standing	B	3.18	60.7	Steven Cobb	28.2	11X322	B	ASPIRE PREPARATORY MIDDLE SCHOOL	8.8	16.9	C	11	ESMS	B	Middle	Proficient (2007-08)	LLSO
D	3.0	In Good Standing	C	3.09	41.5	Emily Becker	17.9	11X326	C	BRONX GREEN MIDDLE SCHOOL	6.7	13.9	F	11	ESMS	B	Middle	Proficient (2008-09)	ESO
A	3.8	In Good Standing	D	2.92	80.2	John Scalice	47.3	11X370		SCHOOL OF DIPLOMACY	5.7	23.4	A	11	ESMS	A	Middle	Proficient (2008-09)	LLSO
A	5.3	In Good Standing	A	3.13	78.1	Mark Ossenheimer	42.5	11X372		URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION	11.4	18.9	A	11	ESMS	A	Middle	Proficient (2008-09)	ESO
D	0	Restructuring (Advanced) -  Comprehensive	C	1.74	39.3	Lisa Fuentes	22.6	11X415	C	CHRISTOPHER COLUMBUS HIGH SCHOOL	7.6	9.1	D	11	HS	D	High School	Proficient (2008-09)	New Visions
B	0	In Good Standing	B	2.01	61.2	George York	33.0	11X418	B	BRONX HIGH SCHOOL FOR THE VISUAL ARTS	10.4	17.8	B	11	HS	A	High School	Well Developed (2007-08)	LLSO
B	4	Restructuring (year 2) -  Focused	C	1.81	67.3	Sana Nasser	37.4	11X455	B	HARRY S TRUMAN HIGH SCHOOL	7.5	18.4	B	11	HS	A	High School	Well Developed (2007-08)	CEI-PEA
A	4	In Good Standing	A	1.95	92.1	Fausto Salazar	49.7	11X513	A	NEW WORLD HIGH SCHOOL	13.4	25.0	A	11	HS	A	High School	Well Developed (2007-08)	Fordham
B	6	In Good Standing	C	1.98	64.3	Janet Gallardo	35.5	11X514	B	THE BRONXWOOD PREPARATORY ACADEMY	7.9	14.9	B	11	HS	B	High School	Well Developed (2007-08)	LLSO
C	1	Improvement (year 2) -  Comprehensive	B	2.01	53.4	Michelle W. Joseph	30.1	11X541	C	GLOBAL ENTERPRISE HIGH SCHOOL	8.2	14.1	C	11	HS	B	High School	Underdeveloped with Proficient Features (2008-09)	New Visions
A	6	In Good Standing	B	2.71	77.0	Jane Aronoff	43.0	11X542	B	PELHAM PREPARATORY ACADEMY	9.2	18.8	A	11	HS	A	High School	Well Developed (2007-08)	LLSO
A	7	In Good Standing	A	2.07	79.2	Francisco Sanchez	34.9	11X544	A	HIGH SCHOOL FOR CONTEMPORARY ARTS	12.3	25.0	B	11	HS	A	High School	Well Developed (2007-08)	New Visions
A	3	In Good Standing	C	2.21	83.8	Barbara Kirkweg	48.3	11X545	A	BRONX AEROSPACE HIGH SCHOOL	7.7	24.8	A	11	HS	A	High School	Well Developed (2007-08)	ESO
A	7.5	Restructuring (Advanced) -  Focused	F	62.19	75.7	Darlene Mcwhales	48.2	12X006	B	P.S. 006 WEST FARMS	4.7	15.3	A	12	ESMS	B	Elementary	Proficient (2008-09)	LLSO
A	12.0	Improvement (year 1) -  Basic	B	62.00	86.1	Mildred Jones	51.7	12X044	B	P.S. 044 DAVID C. FARRAGUT	9.1	13.3	A	12	ESMS	C	Elementary	Well Developed (2007-08)	ESO
A	4.5	In Good Standing	A	57.63	78.3	Thomas Guarnieri	43.6	12X047	B	P.S. 047 JOHN RANDOLPH	14.2	16.0	A	12	ESMS	B	Elementary	Well Developed (2007-08)	LLSO
B	9.0	Corrective Action (year 2) -  Comprehensive	D	67.56	65.2	Francisco Cruz	35.6	12X050	B	P.S. 050 CLARA BARTON	6.1	14.5	B	12	ESMS	B	Elementary	Proficient (2007-08)	LLSO
A	9.0	In Good Standing	B	63.85	98.5	Edsel Philip	60.0	12X057	B	P.S. 057 CRESCENT	10.1	19.4	A	12	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	3.0	In Good Standing	A	63.51	78.5	Patricia Quigley	46.6	12X061	A	P.S. 061 FRANCISCO OLLER	12.7	16.2	A	12	ESMS	B	Elementary	Proficient (2007-08)	ESO
A	8.3	In Good Standing	A	65.59	90.0	Thomas Degrazia	49.9	12X066	B	P.S. 066 SCHOOL OF HIGHER EXPECTATIONS	12.3	19.5	A	12	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	12.0	In Good Standing	C	64.21	83.1	Emily Grimball	45.8	12X067	C	P.S. 067 MOHEGAN SCHOOL	6.6	18.7	A	12	ESMS	A	Elementary	Proficient (2008-09)	CLSO
A	11.3	In Good Standing	D	65.34	86.3	Anthony Wilcox Warn	53.9	12X092	F	P.S. 092 BRONX	6.0	15.1	A	12	ESMS	B	Elementary	Underdeveloped with Proficient Features (2008-09)	LLSO
A	8.3	Restructuring (Advanced) -  Focused	A	2.88	91.0	Claralee Irobunda	48.0	12X098	A	J.H.S. 098 HERMAN RIDDER	10.8	23.9	A	12	ESMS	A	Middle	Well Developed (2007-08)	LLSO
B	3.8	Restructuring (Advanced) -  Focused	D	61.33	60.7	Tanyua Trezevantte	38.5	12X102	B	P.S. 102 JOSEPH O. LORETAN	6.1	12.3	B	12	ESMS	C	Elementary	Proficient (2007-08)	LLSO
A	8.3	In Good Standing	A	2.85	96.7	Yvette Beasley	52.1	12X129	A	P.S. 129 TWIN PARKS UPPER	11.3	25.0	A	12	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
A	7.5	In Good Standing	C	65.71	72.6	Kenneth Thomas	39.1	12X134	C	P.S. 134 GEORGE F. BRISTOW	7.6	18.4	B	12	ESMS	A	Elementary	Proficient (2008-09)	LLSO
A	6.0	In Good Standing	A	65.24	85.1	Edwin Irizarry	47.8	12X150	A	P.S. 150 CHARLES JAMES FOX	11.0	20.3	A	12	ESMS	A	Elementary	Well Developed (2007-08)	LLSO
A	9.8	In Good Standing	A	2.87	100.7	Dianajade Santiago	53.5	12X190	A	E.S.M.T- I.S. 190	12.7	24.7	A	12	ESMS	A	Middle	Proficient (2007-08)	LLSO
A	10.5	Restructuring (year 1) -  Focused	B	61.72	91.3	Andrew Kavanagh	55.1	12X195	B	P.S. 195	10.0	15.7	A	12	ESMS	B	Elementary	Proficient (2007-08)	LLSO
A	8.3	In Good Standing	A	61.74	90.5	Lizzette Rivera	45.8	12X196	C	P.S. 196	13.2	23.2	A	12	ESMS	A	Elementary	Proficient (2008-09)	LLSO
""						Judy Hunt-Hutchings		12X198		P.S. 198				12	ESMS		Elementary		CLSO
""		Restructuring (Advanced) -  Focused							F									Underdeveloped with Proficient Features (2008-09)	
A	6.8	In Good Standing	B	69.12	82.4	Betty Gonzalez-Soto	48.3	12X211	A	P.S. 211	9.0	18.3	A	12	ESMS	A	K-8	Well Developed (2007-08)	LLSO
A	10.5	Improvement (year 1) -  Basic	C	63.01	85.3	Yohan Lim	50.0	12X212	C	P.S. 212	7.6	17.2	A	12	ESMS	A	K-8	Proficient (2008-09)	ESO
A	7.5	In Good Standing	A	58.89	75.5	David Cintron	38.6	12X214	B	P.S. 214	12.8	16.6	B	12	ESMS	B	K-8	Proficient (2008-09)	LLSO
""						Domingo Martinez		12X216		BUSINESS SCHOOL FOR ENTREPRENEURIAL STUDIES				12	ESMS		Middle		LLSO
""		Restructuring (year 2) -  Comprehensive																Underdeveloped with Proficient Features (2007-08)	
A	6.8	Restructuring (year 1) -  Focused	B	2.90	83.1	Seth Litt	46.6	12X217	B	SCHOOL OF PERFORMING ARTS	8.6	21.1	A	12	ESMS	A	Middle	Proficient (2008-09)	LLSO
A	9.8	In Good Standing	A	3.10	105.0	Peter Oroszlany	57.8	12X242	A	MOTT HALL V	12.4	25.0	A	12	ESMS	A	Middle	Well Developed (2007-08)	LLSO
C	3.8	In Good Standing	D	2.81	52.7	Daisy Fontanez	26.2	12X245	C	NEW DAY ACADEMY	6.2	16.5	C	12	ESMS	B	Middle	Proficient (2008-09)	ESO
D	2	In Good Standing	F	1.87	42.3	Daisy Fontanez	18.9	12X245		NEW DAY ACADEMY	5.0	16.4	F	12	HS	B	High School	Proficient (2008-09)	ESO
A	13	In Good Standing	A	2.05	89.4	Carla Theodorou	45.7	12X248		METROPOLITAN HIGH SCHOOL, THE	11.1	19.6	A	12	HS	A	High School	Proficient (2008-09)	ESO
A	7	Improvement (year 1) -  Basic	B	2.01	74.3	SUSANA HERNANDEZ	48.9	12X251		EXPLORATIONS ACADEMY	8.2	10.2	A	12	HS	D	High School	Proficient (2008-09)	ESO
C	3	In Good Standing	C	2.04	48.2	Mark E. Sweeting	28.0	12X262	C	PERFORMANCE CONSERVATORY HIGH SCHOOL	8.0	9.2	C	12	HS	D	High School	Proficient (2008-09)	LLSO
A	7.5	In Good Standing	B	2.89	91.6	Leticia Pineiro	49.7	12X267	A	BRONX LATIN	9.9	24.5	A	12	ESMS	A	Middle	Proficient (2008-09)	New Visions
""				2.41		Leticia Pineiro		12X267		BRONX LATIN				12	HS		High School		New Visions
""	0	In Good Standing																Proficient (2008-09)	
A	8.3	In Good Standing	B	2.97	94.9	David Vazquez	51.5	12X269	A	BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS	10.1	25.0	A	12	ESMS	A	Middle	Well Developed (2007-08)	ESO
B	1.5	In Good Standing	B	2.91	55.3	Sarah Scrogin	24.5	12X271	B	EAST BRONX ACADEMY FOR THE FUTURE	8.6	20.7	D	12	ESMS	A	Middle	Well Developed (2007-08)	ESO
A	8	In Good Standing	B	1.97	78.0	Sarah Scrogin	47.4	12X271	B	EAST BRONX ACADEMY FOR THE FUTURE	9.1	13.5	A	12	HS	B	High School	Well Developed (2007-08)	ESO
A	11.3	In Good Standing	A	3.05	94.1	Deborah Cimini	48.1	12X273	A	FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL	11.0	23.7	A	12	ESMS	A	Middle	Proficient (2007-08)	ESO
F	0	Improvement (year 1) -  Comprehensive	A	2.10	31.1	Andrew Turay	14.2	12X278	B	PEACE AND DIVERSITY ACADEMY	11.6	5.3	F	12	HS	F	High School	Proficient (2007-08)	ESO
A	4.5	Improvement (year 1) -  Basic	A	2.88	79.9	Lorraine Chanon	42.0	12X286	B	FANNIE LOU HAMER MIDDLE SCHOOL	12.7	20.7	A	12	ESMS	A	Middle	Well Developed (2007-08)	ESO
B	4.5	Improvement (year 2) -  Comprehensive	D	55.35	61.7	Venessa Singleton	42.6	12X300	B	THE SCHOOL OF SCIENCE AND APPLIED LEARNING	5.4	9.2	A	12	ESMS	D	Elementary	Well Developed (2007-08)	LLSO
A	2.3	In Good Standing	A	3.16	73.9	Elisa Alvarez	41.0	12X316	A	KAPPA III	13.1	17.5	A	12	ESMS	A	Middle	Well Developed (2007-08)	LLSO
A	6.8	In Good Standing	C	2.91	80.0	Maria Lopez	42.4	12X318	C	I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS	8.0	22.8	A	12	ESMS	A	Middle	Proficient (2008-09)	Fordham
